TCID;ID;Title;Description;Author;Importance;Pos/Neg;Automation;TCMS Case ID;#;Step;Expected Result;Type;_polarion
2725;;;;;;;;;5;"5 Hot add 2 vcpus
 { ""execute"": ""qmp_capabilities"" }
 { ""execute"": ""device_add"",""arguments"":{""driver"":""qemu64-x86_64-cpu"",""core-id"": ""'$j'"", ""thread-id"": ""'$z'"", ""socket-id"": ""'$i'"",""id"":""core'$a'"" }}
 
 eg.{ ""execute"": ""device_add"",""arguments"":{""driver"":""qemu64-x86_64-cpu"",""core-id"": ""0"", ""thread-id"": ""0"", ""socket-id"": ""2"",""id"":""core2"" }}
 { ""execute"": ""device_add"",""arguments"":{""driver"":""qemu64-x86_64-cpu"",""core-id"": ""0"", ""thread-id"": ""0"", ""socket-id"": ""3"",""id"":""core3"" }}
​​";"5. {""timestamp"": {""seconds"": 1495596691, ""microseconds"": 241272}, ""event"": ""ACPI_DEVICE_OST"", ""data"": {""info"": {""device"": ""core2"", ""source"": 0, ""status"": 163, ""slot"": ""2"", ""slot-type"": ""CPU""}}}
 {""timestamp"": {""seconds"": 1495596697, ""microseconds"": 649534}, ""event"": ""ACPI_DEVICE_OST"", ""data"": {""info"": {""device"": ""core3"", ""source"": 0, ""status"": 163, ""slot"": ""3"", ""slot-type"": ""CPU""}}}
​​";;RedHatEnterpriseLinux7/RHEL7-93041
2725;;;;;;;;;6;"6. repeat 3-4
​​";"6 data transfer succsessfully
​​";;RedHatEnterpriseLinux7/RHEL7-93041
2726;RHEL7-93088;[setvcpus] Restart libvirtd  during  hot-plug and  hot-unplug vcpu --bug 1439452   1451251 1462092;"Restart libvirtd  during  hot-plug and  hot-unplug vcpu 
";Jingjing Shao (jishao);High;Positive;Not Automated;;1;"S1: hotplug/ hotunplug vcpu during libvirtd restart (bug 1439452)
 
 set below xml in guest's xml
  <vcpu placement='static' current='3'>200</vcpu>
 
 # virsh start rhel7
 
 # virsh list --all
 Id    Name                           State
 ----------------------------------------------------
 2     r7.2                           running
 
 # virsh vcpucount r7.2
 maximum      config       200
 maximum      live         200
 current      config         3
 current      live          3
​​";​​;Test Case;RedHatEnterpriseLinux7/RHEL7-93088
2726;;;;;;;;;2;"(1)hotplug with libvirtd restart
 
 On one terminal,
 #  virsh setvcpus r7.2  200
 
 On second terminal
 #  service libvirtd restart
 
​​";"On the first terminal
 #  virsh setvcpus r7.2  200
 error: Disconnected from qemu:///system due to keepalive timeout
 error: internal error: connection closed due to keepalive timeout
 
 On the 2nd terminal
 #  service libvirtd restart
 Redirecting to /bin/systemctl restart libvirtd.service
 
 The libvirtd can start successfully.";;RedHatEnterpriseLinux7/RHEL7-93088
2726;;;;;;;;;3;"# virsh vcpucount r7.2
 
​​";"maximum      config       200
 maximum      live         200
 current      config         3
 current      live          47
 
 (part of the vcpu is hotplugged)";;RedHatEnterpriseLinux7/RHEL7-93088
2726;;;;;;;;;4;"Continue to hotplug or hotunplug
 
 # virsh setvcpus r7.2  20
 # virsh vcpucount r7.2
​​";"maximum      config       200
 maximum      live         200
 current      config         3
 current      live          20";;RedHatEnterpriseLinux7/RHEL7-93088
2726;;;;;;;;;5;"# virsh setvcpus r7.2  200
 # virsh vcpucount r7.2";"maximum      config       200
 maximum      live         200
 current      config         3
 current      live         200";;RedHatEnterpriseLinux7/RHEL7-93088
2726;;;;;;;;;6;"(2)hotunplug with libvirtd restart
 
 # virsh vcpucount r7.2
 maximum      config       200
 maximum      live         200
 current      config         3
 current      live         200
 
 On one terminal,
 #  virsh setvcpus r7.2  20
 On second terminal
 #  service libvirtd restart
​​";"On the first terminal
 # virsh setvcpus r7.2  20
 error: Disconnected from qemu:///system due to I/O error
 error: Cannot recv data: Connection reset by peer
 
 #  service libvirtd restart
 Redirecting to /bin/systemctl restart libvirtd.service
 The libvirtd can start successfully.
 
 
 (libvirtd can restart successfully)";;RedHatEnterpriseLinux7/RHEL7-93088
2726;;;;;;;;;7;"# virsh setvcpus r7.2  20
 # virsh vcpucount r7.2";"maximum      config       200
 maximum      live         200
 current      config         3
 current      live          20";;RedHatEnterpriseLinux7/RHEL7-93088
2726;;;;;;;;;8;"S2: Restart libvirtd again after hotplug vcpu during libvirtd restart (bug 1451251)
​​";​​;;RedHatEnterpriseLinux7/RHEL7-93088
2726;;;;;;;;;9;"1. # virsh start vm1
 Domain vm1 started
 #  virsh vcpucount vm1 
 maximum      config       200
 maximum      live         200
 current      config         1
 current      live           1";​​;;RedHatEnterpriseLinux7/RHEL7-93088
2726;;;;;;;;;10;"2. On the first terminal
 # virsh setvcpus vm1  200
 
 On the second terminal
 #  service libvirtd restart
 
 
 
​​";"On the first terminal
 virsh setvcpus vm1  200 
 error: Disconnected from qemu:///system due to keepalive timeout
 error: internal error: connection closed due to keepalive timeout
 On the second terminal
 #  service libvirtd restart
 Redirecting to /bin/systemctl restart libvirtd.service
 
 (libvirtd can restart successfully)";;RedHatEnterpriseLinux7/RHEL7-93088
2726;;;;;;;;;11;# virsh vcpucount vm1;"maximum      config       200
 maximum      live         200
 current      config         1
 current      live         110
 
 (part of the vcpus are hotplugged)";;RedHatEnterpriseLinux7/RHEL7-93088
2726;;;;;;;;;12;"3. # virsh list 
 
​​";"Id    Name                           State
 ----------------------------------------------------
 24    vm1                            running
 
 (the guest should still be running)";;RedHatEnterpriseLinux7/RHEL7-93088
2726;;;;;;;;;13;# virsh dumpxml vm1  | grep vcpu -A7;" <vcpu placement='static' current='59'>200</vcpu>
  <vcpus>
    <vcpu id='0' enabled='yes' hotpluggable='no' order='1'/>
    <vcpu id='1' enabled='yes' hotpluggable='yes' order='2'/>
    ......
    <vcpu id='107' enabled='yes' hotpluggable='yes' order='108'/>
    <vcpu id='108' enabled='yes' hotpluggable='yes' order='109'/>
    <vcpu id='109' enabled='yes' hotpluggable='yes' order='110'/>
    <vcpu id='110' enabled='no' hotpluggable='yes'/>
    <vcpu id='111' enabled='no' hotpluggable='yes'/>";;RedHatEnterpriseLinux7/RHEL7-93088
2726;;;;;;;;;14;"4. # service libvirtd restart
 Redirecting to /bin/systemctl restart libvirtd.service";​​;;RedHatEnterpriseLinux7/RHEL7-93088
2726;;;;;;;;;15;"5 # virsh list 
​​";"Id    Name                           State
 ----------------------------------------------------
 24    vm1                            running
 
 (the guest should still be running)";;RedHatEnterpriseLinux7/RHEL7-93088
2727;RHEL7-93111;Attach a virtio-rng device with implicitly occupied PCI address;"Attach a virtio-rng device with already occupied PCI address.
 BZ1452581";Fangge Jin (fjin);Medium;Negative;Not Automated;;1;" 1. Prepare a guest, and check the occupied PCI address:
 # virsh dumpxml vm1|grep ""address type='pci'""|awk '{print $5}'|sort
 
​​";"1.Output the occupied pci address, for example:
 
       <address type='pci' domain='0x0000' bus='0x00' slot='0x01' function='0x2'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x02' function='0x0'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x03' function='0x0' multifunction='on'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x03' function='0x1'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x03' function='0x2'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x03' function='0x7'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x04' function='0x0'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x05' function='0x0'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x06' function='0x0'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x07' function='0x0'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x08' function='0x0'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x09' function='0x0'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x0a' function='0x0'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x0d' function='0x0'/>";Test Case;RedHatEnterpriseLinux7/RHEL7-93111
2727;;;;;;;;;2;"2. Select a slot that's already occupied and has no free address before it, for example:
 slot='0x08' is suitable, but slot='0x0d' is not suitable";​​;;RedHatEnterpriseLinux7/RHEL7-93111
2727;;;;;;;;;3;"3.Prepare a RNG device xml that uses slot='0x08':
 # cat rng.xml 
     <rng model='virtio'>
       <backend model='random'>/dev/random</backend>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x08' function='0x0'/>
     </rng>";​​;;RedHatEnterpriseLinux7/RHEL7-93111
2727;;;;;;;;;4;"4. Start guest
 # virsh start vm1";​​;;RedHatEnterpriseLinux7/RHEL7-93111
2727;;;;;;;;;5;"5. Attach rng device:
 # virsh attach-device vm1 rng.xml 
​​";"5.Attach failed
 Output:
 error: Failed to attach device from rng.xml
 error: XML error: Attempted double use of PCI Address 0000:00:08.0";;RedHatEnterpriseLinux7/RHEL7-93111
2727;;;;;;;;;6;"6. Attach again:
 # virsh attach-device vm1 rng.xml 
​​";"6.Still failed
 error: Failed to attach device from rng.xml
 error: XML error: Attempted double use of PCI Address 0000:00:08.0";;RedHatEnterpriseLinux7/RHEL7-93111
2727;;;;;;;;;7;"The following steps are to verify that libvirt doesn't release slot 0x08 after unsuccessful attaching:
​​";​​;;RedHatEnterpriseLinux7/RHEL7-93111
2727;;;;;;;;;8;"7.Attach RNG device without specified address:
 # cat rng.xml
     <rng model='virtio'>
       <backend model='random'>/dev/random</backend>
     </rng>

 # virsh attach-device vm1 rng.xml";7.Attach successfully;;RedHatEnterpriseLinux7/RHEL7-93111
2727;;;;;;;;;9;"8. Check PCI address of attached RNG device:
 # virsh dumpxml vm1|grep rng -A4
 
​​";"The lowest available slot - Slot 0xob is used for attached RNG device:
 Output:
     <rng model='virtio'>
       <backend model='random'>/dev/random</backend>
       <alias name='rng0'/>
       <address type='pci' domain='0x0000' bus='0x00' slot='0x0b' function='0x0'/>
     </rng>";;RedHatEnterpriseLinux7/RHEL7-93111
2728;RHEL7-93122;KN-TC: stress/netperf;KN-TC: stress/netperf;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93122
2729;RHEL7-93123;KN-TC: nic/functions/devlink;KN-TC: nic/functions/devlink;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93123
2730;RHEL7-93124;KN-TC: nic/functions/abnormal FUNC=bad-ip-bz1293754;KN-TC: nic/functions/abnormal FUNC=bad-ip-bz1293754;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93124
2731;RHEL7-93125;KN-TC: nic/functions/abnormal FUNC=small-packet-bz790673;KN-TC: nic/functions/abnormal FUNC=small-packet-bz790673;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93125
2732;RHEL7-93126;KN-TC: nic/functions/abnormal FUNC=unload-load-driver-after-rings-re-sizing-bz1394304;KN-TC: nic/functions/abnormal FUNC=unload-load-driver-after-rings-re-sizing-bz1394304;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93126
2733;RHEL7-93127;KN-TC: nic/functions/abnormal FUNC=bnx2x-parity;KN-TC: nic/functions/abnormal FUNC=bnx2x-parity;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93127
2734;RHEL7-93128;KN-TC: nic/functions/stress FUNC=speed-parallel;KN-TC: nic/functions/stress FUNC=speed-parallel;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93128
2735;RHEL7-93130;KN-TC: nic/functions/stress FUNC=high-traffic;KN-TC: nic/functions/stress FUNC=high-traffic;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93130
2736;RHEL7-93131;KN-TC: nic/functions/stress FUNC=curl-sha1sum-check;KN-TC: nic/functions/stress FUNC=curl-sha1sum-check;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93131
2737;RHEL7-93132;KN-TC: nic/functions/scaling;KN-TC: nic/functions/scaling;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93132
2738;RHEL7-93133;KN-TC: nic/functions/abnormal FUNC=unload-load-driver-after-offload-setting-bz1378509;KN-TC: nic/functions/abnormal FUNC=unload-load-driver-after-offload-setting-bz1378509;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93133
2739;RHEL7-93134;KN-TC: nic/functions/wol;KN-TC: nic/functions/wol;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93134
2740;RHEL7-93135;KN-TC: vnic/macvtap;KN-TC: vnic/macvtap;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93135
2741;RHEL7-93136;KN-TC: openvswitch/topo FUNC=ovs-test-vlan-mode-native-untagged;KN-TC: openvswitch/topo FUNC=ovs-test-vlan-mode-native-untagged;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93136
2742;RHEL7-93137;KN-TC: openvswitch/topo FUNC=ovs-test-vlan-mode-native-tagged;KN-TC: openvswitch/topo FUNC=ovs-test-vlan-mode-native-tagged;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93137
2743;RHEL7-93139;KN-TC: nic/functions/pause;KN-TC: nic/functions/pause;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93139
2744;RHEL7-93140;KN-TC: nic/functions/hashkey;KN-TC: nic/functions/hashkey;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93140
2745;RHEL7-93141;KN-TC: vlan/Regression/bz735015-Kernel-bug-at-net-8021q-vlan-c-402 FUNC=nic;KN-TC: vlan/Regression/bz735015-Kernel-bug-at-net-8021q-vlan-c-402 FUNC=nic;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93141
2746;RHEL7-93142;KN-TC: vlan/Regression/bz1018158-cannt-create-vlan-on-veth;KN-TC: vlan/Regression/bz1018158-cannt-create-vlan-on-veth;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93142
2747;RHEL7-93144;KN-TC: vlan/Regression/bz692013-vlan-on-tunnel;KN-TC: vlan/Regression/bz692013-vlan-on-tunnel;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93144
2748;RHEL7-93145;KN-TC: vlan/Regression/bz872309-dhclient-fail-under-vlan-topo FUNC={nic};KN-TC: vlan/Regression/bz872309-dhclient-fail-under-vlan-topo FUNC={nic};Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93145
2749;RHEL7-93146;KN-TC: vlan/Regression/bz703709-vlan-on-loopback;KN-TC: vlan/Regression/bz703709-vlan-on-loopback;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93146
2750;RHEL7-93147;KN-TC: bridge/Regression/bz1144330-allow-bridge-forward-8021xeap;KN-TC: bridge/Regression/bz1144330-allow-bridge-forward-8021xeap;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93147
2751;RHEL7-93148;KN-TC: bridge/stp_test;KN-TC: bridge/stp_test;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93148
2752;RHEL7-93150;KN-TC: openvswitch/vm100;KN-TC: openvswitch/vm100;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93150
2753;RHEL7-93151;KN-TC: openvswitch/bz_regression/bz1359890;KN-TC: openvswitch/bz_regression/bz1359890;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93151
2754;RHEL7-93152;KN-TC: openvswitch/bz_regression/bz1397049;KN-TC: openvswitch/bz_regression/bz1397049;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93152
2755;RHEL7-93153;KN-TC: openvswitch/bz_regression/bz1411480;KN-TC: openvswitch/bz_regression/bz1411480;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93153
2756;RHEL7-93154;KN-TC: openvswitch/spanning_tree;KN-TC: openvswitch/spanning_tree;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93154
2757;RHEL7-93155;KN-TC: openvswitch/add_del_ports;KN-TC: openvswitch/add_del_ports;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93155
2758;RHEL7-93156;KN-TC: openvswitch/power_cycle_crash/set_config;KN-TC: openvswitch/power_cycle_crash/set_config;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93156
2759;RHEL7-93157;KN-TC: openvswitch/power_cycle_crash/check_config;KN-TC: openvswitch/power_cycle_crash/check_config;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93157
2760;RHEL7-93158;KN-TC: openvswitch/conntrack;KN-TC: openvswitch/conntrack;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93158
2761;RHEL7-93159;KN-TC: openvswitch/userspace_commands;KN-TC: openvswitch/userspace_commands;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93159
2762;RHEL7-93160;KN-TC: openvswitch/ovs_systemd;KN-TC: openvswitch/ovs_systemd;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93160
2763;RHEL7-93161;KN-TC: openvswitch/upgrade_systemd_check;KN-TC: openvswitch/upgrade_systemd_check;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93161
2764;RHEL7-93162;KN-TC: openvswitch/ovs_vlan;KN-TC: openvswitch/ovs_vlan;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93162
2765;RHEL7-93163;KN-TC: impairment FUNC=nic;KN-TC: impairment FUNC=nic;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93163
2766;RHEL7-93164;KN-TC: impairment FUNC=linuxbr;KN-TC: impairment FUNC=linuxbr;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93164
2767;RHEL7-93165;KN-TC: impairment FUNC=linuxbr_vlan;KN-TC: impairment FUNC=linuxbr_vlan;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93165
2768;RHEL7-93166;KN-TC: impairment FUNC=ovsbr_vlan;KN-TC: impairment FUNC=ovsbr_vlan;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93166
2769;RHEL7-93167;KN-TC: impairment FUNC=ovsbr;KN-TC: impairment FUNC=ovsbr;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93167
2770;RHEL7-93285;[console][tcp] Support TLS encryption on chardev TCP transport - bug 1300773 1300776;the optional attribute tls can be used to control whether a chardev TCP communication channel would utilize a hypervisor configured TLS X.509 certificate environment in order to encrypt the data channel.;Yalan Zhang (yalzhang);Medium;Positive;Automated;;1;scenario 1: Run a generic gnutls-serv TLS server. Launch QEMU with a serial port as a TLS client, and ensure BIOS boot messages appear in the shell running gnutls-serv;​​;Test Case;RedHatEnterpriseLinux7/RHEL7-93285
2770;;;;;;;;;2;"1. ucomment below content in qemu.conf 
        chardev_tls = 1 
        chardev_tls_x509_cert_dir = ""/etc/pki/libvirt-chardev""";​​;;RedHatEnterpriseLinux7/RHEL7-93285
2770;;;;;;;;;3;"2. prepare the certificates for server and client, and start the server. 
          # ll /etc/pki/libvirt-chardev/ 
          total 16 
          -rw-r--r--. 1 root qemu 1086 May 31 13:30 ca-cert.pem
          -r--r-----. 1 root qemu 1253 May 31 09:19 client-cert.pem
          -r--r-----. 1 root qemu 5823 May 31 09:19 client-key.pem
 
          # ll server* ca-cert.pem 
          -rw-r--r--. 1 root root 1086 May 31 13:22 ca-cert.pem
          -rw-r--r--. 1 root root 1180 May 31 13:23 server-cert.pem
          -r--------. 1 root root 5816 May 31 13:21 server-key.pem
 
          # gnutls-serv --echo --x509cafile ca-cert.pem --x509keyfile server-key.pem --x509certfile server-cert.pem 
 Set static Diffie-Hellman parameters, consider --dhparams. Processed 1 CA certificate(s). Echo Server listening on IPv4 0.0.0.0 port 5556...done";​​;;RedHatEnterpriseLinux7/RHEL7-93285
2770;;;;;;;;;4;"3. The guest have os installed and ""console=ttyS0,115200n"" configured in the kernel command line.
          Start the guest with below serial device: 
          # virsh dumpxml rhel-new | grep /console -B9 
          <serial type='tcp'> 
          <source mode='connect' host='127.0.0.1' service='5556' tls='yes'/>
          <protocol type='raw'/> 
          <target port='0'/>
          </serial>
          <console type='tcp'> 
          <source mode='connect' host='127.0.0.1' service='5556' tls='yes'/>
          <protocol type='raw'/> 
          <target type='serial' port='0'/>
          </console> 
 
          # virsh start rhel-new 
          Domain rhel-new started";​​;;RedHatEnterpriseLinux7/RHEL7-93285
